id,Name,Type,Latitude,Longitude,dateDesc,OpenTime,EndTime,Price,RecommendMinTime,RecommendMaxTime
0,牛首山文化旅游区,文化旅游区,31.909151,118.754905,全年,08:30,17:30,145.0,2.0,2.5
1,夫子庙,文化旅游区,32.026937,118.795273,全年,00:00,24:00,0.0,1.0,2.5
2,夫子庙秦淮风光带,文化旅游区,32.026208,118.795961,全年,00:00,24:00,0.0,1.0,2.5
3,红山森林动物园,游乐园/体育娱乐,32.098132,118.808087,全年,08:30,16:30,39.0,2.5,3.0
4,明孝陵,历史古迹,32.052625,118.841221,全年,06:30,18:30,65.0,3.0,4.0
5,钟山风景名胜区,自然风光,32.069291,118.859406,全年,00:00,24:00,0.0,0.5,1.0
6,南京博物院,博物馆/纪念馆,32.046791,118.831617,全年,09:00,17:00,0.0,1.5,3.0
7,南京总统府,历史古迹,32.050564,118.803834,全年,08:30,18:00,0.0,3.0,4.0
8,秦淮河画舫,文化旅游区,32.026295,118.796311,全年,09:00,22:00,100.0,1.0,1.5
9,中山陵景区,红色景点,32.060275,118.86104,全年,08:00,17:00,0.0,1.5,3.0
10,大报恩寺遗址景区,历史古迹,32.015453,118.789543,全年,08:30,19:30,87.0,2.0,2.5
11,美龄宫,历史古迹,32.051265,118.85321,全年,07:30,18:00,29.5,0.5,2.0
12,太平天国历史博物馆(瞻园),博物馆/纪念馆,32.027215,118.791411,全年,08:30,17:00,27.0,2.0,3.5
13,六朝博物馆,博物馆/纪念馆,32.04937,118.805632,全年,09:00,17:30,27.0,3.0,4.0
14,南京城墙,历史古迹,32.068991,118.802812,全年,08:30,17:00,0.0,2.5,3.0
15,栖霞山,自然风光,32.163868,118.976369,全年,07:00,17:00,47.0,2.0,3.0
16,中国科举博物馆(江南贡院),博物馆/纪念馆,32.026877,118.797466,全年,09:00,21:00,45.0,1.5,3.0
17,阅江楼,历史古迹,32.099745,118.753125,全年,08:00,17:30,35.0,2.5,4.0
18,玄武湖景区,公园,32.079619,118.803872,全年,00:00,24:00,0.0,2.0,3.0
19,音乐台,公园,32.060741,118.86197,全年,06:30,18:30,10.0,2.0,3.5
22,江宁织造博物馆,博物馆/纪念馆,32.048572,118.800496,全年,09:00,17:30,26.0,1.5,2.0
23,南京欢乐谷,游乐园/体育娱乐,32.168791,119.003243,全年,10:00,19:00,149.0,2.0,3.5
24,鸡鸣寺,历史古迹,32.067349,118.80157,全年,07:30,17:00,0.0,1.0,2.0
25,侵华日军南京大屠杀遇难同胞纪念馆,博物馆/纪念馆,32.040975,118.749854,全年,08:30,17:00,0.0,1.0,2.0
26,南京海底世界,游乐园/体育娱乐,32.05934,118.851569,全年,08:30,17:00,108.0,2.0,3.5
27,雨花台,红色景点,32.00299,118.788107,全年,08:00,17:00,0.0,1.5,3.0
28,南京中山植物园,公园,32.060434,118.837679,全年,08:30,17:30,14.0,2.0,2.5
29,江苏园博园,公园,32.080921,119.010957,全年,09:00,18:00,0.0,2.0,3.5
30,朝天宫,历史古迹,32.04053,118.781816,全年,09:00,17:30,23.0,0.5,1.0
31,中华门瓮城,历史古迹,32.018862,118.788169,全年,08:30,22:00,45.0,1.0,2.0
32,紫金山天文台,人文景观,32.071496,118.835738,全年,08:30,17:30,14.0,1.5,3.0
33,金陵小城,文化旅游区,31.903066,118.729234,全年,14:00,21:30,47.0,1.0,2.5
34,老门东历史街区,历史古迹,32.017998,118.794031,全年,00:00,24:00,0.0,2.0,3.5
35,南京长江大桥,人文景观,32.123093,118.742575,全年,00:00,24:00,0.0,1.0,2.5
36,夫子庙大成殿,历史古迹,32.026848,118.79529,全年,09:00,22:00,28.0,0.5,1.0
37,南京明故宫遗址公园,历史古迹,32.047681,118.824416,全年,06:00,20:00,0.0,1.0,2.5
38,灵谷景区,自然风光,32.061501,118.873765,全年,06:30,18:30,32.0,1.5,3.0
39,南京1912街,商业街区,32.052309,118.803278,全年,00:00,24:00,0.0,0.5,2.0
40,银杏湖乐园,游乐园/体育娱乐,31.810379,118.706238,全年,09:30,17:00,210.0,0.5,1.0
41,秦淮河,文化旅游区,32.027162,118.798002,全年,00:00,24:00,0.0,1.5,3.0
