id,Name,Type,Latitude,Longitude,dateDesc,OpenTime,EndTime,Price,RecommendMinTime,RecommendMaxTime
0,长江索道,游乐园/体育娱乐,29.563863,106.589285,全年,08:00,22:00,20.0,0.5,1.0
1,武隆天生三桥,自然风光,29.439361,107.811703,全年,08:30,16:30,125.0,1.5,3.0
2,武隆喀斯特旅游区,自然风光,29.42398,107.774556,全年,08:30,16:30,50.0,0.5,1.0
3,重庆动物园,游乐园/体育娱乐,29.509218,106.512622,全年,08:00,17:00,24.5,1.0,2.0
4,重庆两江游,游乐园/体育娱乐,29.56859,106.582999,全年,12:00,22:00,138.0,1.0,1.5
5,仙女山国家森林公园,公园,29.503326,107.745381,全年,00:00,24:00,50.0,1.5,3.0
6,洪崖洞,文化旅游区,29.568126,106.584807,全年,09:00,23:00,0.0,3.0,3.5
7,重庆湖广会馆,历史古迹,29.563904,106.59329,全年,09:00,19:00,25.0,1.0,2.5
8,白帝城·瞿塘峡景区,文化旅游区,31.047242,109.581821,全年,08:30,19:00,95.0,1.0,1.5
9,磁器口古镇,历史古迹,29.587707,106.456424,全年,00:00,24:00,0.0,3.0,3.5
10,大足石刻,历史古迹,29.75248,105.776324,全年,08:30,18:00,110.0,2.5,4.0
11,重庆云端之眼观景台,人文景观,29.563434,106.588648,全年,09:00,23:00,68.0,0.5,2.0
12,重庆欢乐谷,游乐园/体育娱乐,29.672873,106.521005,全年,09:30,22:00,0.0,2.5,3.0
13,巫山小三峡,自然风光,31.086515,109.89477,全年,08:00,18:00,113.0,0.5,1.5
14,解放碑步行街,商业街区,29.563503,106.583623,全年,00:00,24:00,0.0,0.5,1.5
15,龙水峡地缝,自然风光,29.408623,107.798411,全年,08:30,16:30,105.0,3.0,3.5
16,两江小渡,红色景点,29.56859,106.582999,全年,09:00,17:00,0.0,1.5,3.0
17,三峡之巅,自然风光,31.032433,109.63163,全年,08:30,19:00,0.0,1.0,1.5
